Brand,Model,Variant,Engine Type,Displacement,Max Power,Max Torque,Turbo Charger,Transmission Type,Gearbox,Drive Type
Kia,Seltos,HTX A TGDi DCT,Smartstream G1.5 T-GDi,1482 cc,158bhp@5500rpm,253Nm@1500-3500rpm,Yes,Automatic,7-Speed,2WD
Kia,Seltos,HTX A iVT,SmartStream G1.5,1497 cc,113bhp@6300rpm,144Nm@4500rpm,No,Automatic,6-Speed,2WD
Kia,Seltos,HTX Diesel,1.5l CRDi VGT,1493 cc,114bhp@4000rpm,250Nm@1500-2750rpm,Yes,Manual,6-Speed,2WD
Kia,Seltos,HTX Diesel AT,1.5l CRDi VGT,1493 cc,114bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed,2WD
Kia,Seltos,HTX iVT,SmartStream G1.5,1497 cc,113bhp@6300rpm,144Nm@4500rpm,No,Automatic,6-Speed,2WD
Kia,Seltos,X-Line A Diesel AT,1.5l CRDi VGT,1493 cc,114bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed,2WD
Kia,Seltos,X-Line A TGDi DCT,Smartstream G1.5 T-GDi,1482 cc,158bhp@5500rpm,253Nm@1500-3500rpm,Yes,Automatic,7-Speed,2WD
Kia,Seltos,HTX TGDi DCT,Smartstream G1.5 T-GDi,1482 cc,158bhp@5500rpm,253Nm@1500-3500rpm,Yes,Automatic,7-Speed,2WD
Kia,Seltos,X-Line A iVT,SmartStream G1.5,1497 cc,113bhp@6300rpm,144Nm@4500rpm,No,Automatic,6-Speed,2WD
Kia,Seltos,X-Line Diesel AT,1.5l CRDi VGT,1493 cc,114bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed,2WD
Kia,Seltos,X-Line TGDi DCT,Smartstream G1.5 T-GDi,1482 cc,158bhp@5500rpm,253Nm@1500-3500rpm,Yes,Automatic,7-Speed,2WD
Kia,Seltos 2019-2023,Anniversary Edition,Smartstream G1.5,1497 cc,113.4bhp@6300rpm,144nm@4500rpm,No,Manual,6-Speed,2WD
Kia,Seltos,X-Line iVT,SmartStream G1.5,1497 cc,113bhp@6300rpm,144Nm@4500rpm,No,Automatic,6-Speed,2WD
Kia,Seltos 2019-2023,Anniversary Edition D,1.5L CRDi VGT,1493 cc,113.4bhp@4000rpm,250nm@1500-2750rpm,Yes,Manual,6-Speed,2WD
Kia,Seltos 2019-2023,Anniversary Edition IVT,Smartstream G1.5,1497 cc,113.4bhp@6300rpm,144nm@4500rpm,No,Automatic,6-Speed IVT,2WD
Kia,Seltos 2019-2023,GTX DCT,,1353 cc,138bhp@6000rpm,242nm@1500-3200rpm,Yes,Automatic,7 Speed,2WD
Kia,Seltos 2019-2023,GTK,,1353 cc,138bhp@6000rpm,242nm@1500-3200rpm,Yes,Manual,6-Speed,2WD
Kia,Seltos 2019-2023,GTX,SMARTSTREAM G1.5,1353 cc,113.43bhp@6300rpm,144nm@4500rpm,No,Manual,6-Speed,FWD
Kia,Seltos 2019-2023,GTX Option,Smartstream G1.4,1353 cc,138.08bhp@6000rpm,242nm@1500-3200rpm,Yes,Manual,6-Speed,FWD
Kia,Seltos 2019-2023,GTX Plus,Smartstream G1.4,1353 cc,138.08bhp@6000rpm,242nm@1500-3200rpm,Yes,Manual,6-Speed,FWD
Kia,Seltos 2019-2023,HTE Diesel,1.5 L CRDi VGT,1493 cc,113.43bhp@4000rpm,250nm@1500-2750rpm,Yes,Manual,6-Speed,FWD
Kia,Seltos 2019-2023,GTX Plus DCT,Smartstream G1.4,1353 cc,138.08bhp@6000rpm,242nm@1500-3200rpm,Yes,Automatic,7-Speed DCT,FWD
Kia,Seltos 2019-2023,GTX Plus Diesel AT,1.5 L CRDi VGT,1493 cc,113.43bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed,FWD
Kia,Seltos 2019-2023,HTE Diesel iMT,1.5 L CRDi VGT,1497 cc,113.43bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed,FWD
Kia,Seltos 2019-2023,HTE G,SMARTSTREAM G1.5,1497 cc,113.43bhp@6300rpm,144Nm@4500rpm,No,Manual,6-Speed,FWD
Kia,Seltos 2019-2023,HTK Diesel,1.5 L CRDi VGT,1493 cc,113.43bhp@4000rpm,250nm@1500-2750rpm,Yes,Manual,6-Speed,FWD
Kia,Seltos 2019-2023,HTK G,SMARTSTREAM G1.5,1497 cc,113.43bhp@6300rpm,144Nm@4500rpm,No,Manual,6-Speed,FWD
Kia,Seltos 2019-2023,HTK Diesel iMT,1.5 L CRDi VGT,1497 cc,113.43bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed,FWD
Kia,Seltos 2019-2023,HTK Plus AT D,1.5L CRDi VGT,1493 cc,113.42bhp@4000rpm,250nm@1500-2750rpm,Yes,Automatic,6-Speed,2WD
Kia,Seltos 2019-2023,HTK Plus D,1.5 L CRDi VGT,1493 cc,113.43bhp@4000rpm,250nm@1500-2750rpm,Yes,Manual,6-Speed,FWD
Kia,Seltos 2019-2023,HTK Plus Diesel,1.5 L CRDi VGT,1493 cc,113.43bhp@4000rpm,250nm@1500-2750rpm,Yes,Manual,6-Speed iMT,FWD
Kia,Seltos 2019-2023,HTK Plus G,SMARTSTREAM G1.5,1497 cc,113.43bhp@6300rpm,144Nm@4500rpm,No,Manual,6-Speed,FWD
Kia,Seltos 2019-2023,HTK Plus iMT,SMARTSTREAM G1.5,1497 cc,113.43bhp@6300rpm,144nm@4500rpm,No,Manual,6-Speed iMT,FWD
Kia,Seltos 2019-2023,HTK Plus Diesel iMT,1.5 L CRDi VGT,1497 cc,113.43bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed iMT,FWD
Kia,Seltos 2019-2023,HTX Diesel,1.5 L CRDi VGT,1493 cc,113.43bhp@4000rpm,250nm@1500-2750rpm,Yes,Manual,6-Speed,FWD
Kia,Seltos 2019-2023,HTX G,SMARTSTREAM G1.5,1497 cc,113.43bhp@6300rpm,144Nm@4500rpm,No,Manual,6-Speed,FWD
Kia,Seltos 2019-2023,HTX Diesel AT,1.5 L CRDi VGT,1493 cc,113.43bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed,FWD
Kia,Seltos 2019-2023,HTX Diesel iMT,1.5 L CRDi VGT,1497 cc,113.43bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed,FWD
Kia,Seltos 2019-2023,HTX IVT,SMARTSTREAM G1.5,1497 cc,113.43bhp@6300rpm,144Nm@4500rpm,No,Automatic,IVT,FWD
Kia,Seltos 2019-2023,HTX IVT G,Smartstream G1.5,1497 cc,113.42bhp@6300rpm,144nm@4500rpm,No,Automatic,6-Speed IVT,2WD
Kia,Seltos 2019-2023,HTX Plus AT D,1.5L CRDi VGT,1493 cc,113.4bhp@4000rpm,250nm@1500-2750rpm,Yes,Automatic,6-Speed,2WD
Kia,Seltos 2019-2023,HTX Plus Diesel,1.5 L CRDi VGT,1493 cc,113.43bhp@4000rpm,250nm@1500-2750rpm,Yes,Manual,6-Speed,FWD
Kia,Seltos 2019-2023,HTX Plus Diesel iMT,1.5 L CRDi VGT,1497 cc,113.43bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed,FWD
Kia,Seltos 2019-2023,X-Line DCT,Smartstream G1.4,1353 cc,138.08bhp@6000rpm,242nm@1500-3200rpm,Yes,Automatic,7-Speed DCT,FWD
Kia,Seltos 2019-2023,X-Line Diesel AT,1.5 L CRDi VGT,1493 cc,113.43bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed,FWD
Kia,Seltos 2023-2025,GTX Diesel AT,1.5 T-GRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed,2WD
Kia,Seltos 2023-2025,GTX Plus Diesel AT,1.5 T-CRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed,2WD
Kia,Seltos 2023-2025,GTX Plus S Diesel AT,1.5 T-GRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed,2WD
Kia,Seltos 2023-2025,GTX Plus S Turbo DCT,Smartstream G1.5 T-GDi,1482 cc,157.81bhp@5500rpm,253Nm@1500-3500rpm,Yes,Automatic,7-Speed DCT,2WD
Kia,Seltos 2023-2025,GTX Turbo DCT,Smartstream G1.5 T-GDi,1482 cc,157.81bhp@5500rpm,253Nm@1500-3500rpm,Yes,Automatic,7-Speed DCT,2WD
Kia,Seltos 2023-2025,GTX Plus Turbo DCT,SmartStream G1.5 T-GDi,1482 cc,157.81bhp@5500rpm,253Nm@1500-3500rpm,Yes,Automatic,7-Speed DCT,2WD
Kia,Seltos 2023-2025,Gravity Diesel,1.5 T-GRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Manual,6-Speed,2WD
Kia,Seltos 2023-2025,Gravity,SmartStream G1.5,1497 cc,113.42bhp@6300rpm,144Nm@4500rpm,No,Manual,6-Speed,2WD
Kia,Seltos 2023-2025,Gravity iVT,SmartStream G1.5,1497 cc,113.42bhp@6300rpm,144Nm@4500rpm,No,Automatic,IVT,2WD
Kia,Seltos 2023-2025,HTE (O),SmartStream G1.5,1497 cc,113.42bhp@6300rpm,144Nm@4500rpm,No,Manual,6-Speed,2WD
Kia,Seltos 2023-2025,HTE,SmartStream G1.5,1497 cc,113.42bhp@6300rpm,144Nm@4500rpm,No,Manual,6-Speed,2WD
Kia,Seltos 2023-2025,HTE (O) Diesel,1.5 T-CRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Manual,6-Speed,2WD
Kia,Seltos 2023-2025,HTE Diesel,1.5 T-GRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Manual,6-Speed,2WD
Kia,Seltos 2023-2025,HTE Diesel iMT,1.5l CRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed iMT,FWD
Kia,Seltos 2023-2025,HTK,Smartstream G1.5,1497 cc,113.42bhp@6300rpm,144Nm@4500rpm,No,Manual,6-Speed,2WD
Kia,Seltos 2023-2025,HTK (O),Smartstream G1.5,1497 cc,113.42bhp@6300rpm,144Nm@4500rpm,No,Manual,6-Speed,2WD
Kia,Seltos 2023-2025,HTK (O) Diesel,1.5 T-CRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Manual,6-Speed,2WD
Kia,Seltos 2023-2025,HTK Diesel iMT,1.5l CRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed iMT,FWD
Kia,Seltos 2023-2025,HTK Diesel,1.5 T-CRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Manual,6-Speed,2WD
Kia,Seltos 2023-2025,HTK Plus,Smartstream G1.5,1497 cc,113.42bhp@6300rpm,144Nm@4500rpm,No,Manual,6-Speed,2WD
Kia,Seltos 2023-2025,HTK Plus (O),Smartstream G1.5,1497 cc,113.42bhp@6300rpm,144Nm@4500rpm,No,Manual,6-Speed,2WD
Kia,Seltos 2023-2025,HTK Plus (O) Diesel,1.5 T-CRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Manual,6-Speed,2WD
Kia,Seltos 2023-2025,HTK Plus (O) Diesel AT,1.5 T-CRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed AT,2WD
Kia,Seltos 2023-2025,HTK Plus (O) iVT,Smartstream G1.5,1497 cc,113.42bhp@6300rpm,144Nm@4500rpm,No,Automatic,IVT,2WD
Kia,Seltos 2023-2025,HTK Plus Diesel,1.5 T-GRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Manual,6-Speed,2WD
Kia,Seltos 2023-2025,HTK Plus Diesel AT,1.5 T-GRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed AT,2WD
Kia,Seltos 2023-2025,HTK Plus Diesel iMT,1.5l CRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed iMT,FWD
Kia,Seltos 2023-2025,HTK Plus Turbo iMT,Smartstream G1.5 T-GDi,1482 cc,157.81bhp@5500rpm,253Nm@1500-3500rpm,Yes,Manual,6-Speed iMT,2WD
Kia,Seltos 2023-2025,HTK Plus IVT,Smartstream G1.5,1497 cc,113.42bhp@6300rpm,144Nm@4500rpm,No,Automatic,IVT,2WD
Kia,Seltos 2023-2025,HTX,SmartStream G1.5,1497 cc,113.42bhp@6300rpm,144Nm@4500rpm,No,Manual,6-Speed,2WD
Kia,Seltos 2023-2025,HTX (O),SmartStream G1.5,1497 cc,113.42bhp@6300rpm,144Nm@4500rpm,No,Manual,6-Speed,2WD
Kia,Seltos 2023-2025,HTX (O) Diesel,1.5 T-CRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Manual,6-Speed,2WD
Kia,Seltos 2023-2025,HTX Diesel AT,1.5 T-CRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed,2WD
Kia,Seltos 2023-2025,HTX (O) iVT,SmartStream G1.5,1497 cc,113.42bhp@6300rpm,144Nm@4500rpm,No,Automatic,IVT,2WD
Kia,Seltos 2023-2025,HTX Diesel,1.5 T-CRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Manual,6-Speed,2WD
Kia,Seltos 2023-2025,HTX Diesel iMT,1.5 T-GRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Manual,6-Speed iMT,2WD
Kia,Seltos 2023-2025,HTX IVT,SmartStream G1.5,1497 cc,113.42bhp@6300rpm,144Nm@4500rpm,No,Automatic,IVT,2WD
Kia,Seltos 2023-2025,HTX Plus Diesel,1.5 T-GRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed,2WD
Kia,Seltos 2023-2025,HTX Plus Turbo iMT,SmartStream G1.5 T-GDi,1482 cc,157.81bhp@5500rpm,253Nm@1500-3500rpm,Yes,Manual,6-Speed iMT,2WD
Kia,Seltos 2023-2025,HTX Plus Diesel iMT,1.5 T-GRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Manual,6-Speed iMT,2WD
Kia,Seltos 2023-2025,HTX Plus Turbo DCT,SmartStream G1.5 T-GDi,1482 cc,157.81bhp@5500rpm,253Nm@1500-3500rpm,Yes,Automatic,7-Speed DCT,2WD
Kia,Seltos 2023-2025,X-Line Diesel AT,1.5l CRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed,2WD
Kia,Seltos 2023-2025,X-Line S Turbo DCT,Smartstream G1.5 T-GDi,1482 cc,157.81bhp@5500rpm,253Nm@1500-3500rpm,Yes,Automatic,7-Speed DCT,2WD
Kia,Seltos 2023-2025,X-Line S DIesel AT,1.5 T-GRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed,2WD
Kia,Seltos 2023-2025,X-Line Turbo DCT,Smartstream G1.5 T-GDi,1482 cc,157.81bhp@5500rpm,253Nm@1500-3500rpm,Yes,Automatic,7-Speed DCT,2WD
Kia,Sonet,GTX Plus Diesel AT,1.5L CRDi VGT,1493 cc,114bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed AT,FWD
Kia,Sonet,GTX Plus Turbo DCT,Smartstream G1.0 TGDi,998 cc,118bhp@6000rpm,172Nm@1500-4000rpm,Yes,Automatic,7-Speed DCT,FWD
Kia,Sonet,HTE (O),Smartstream G1.2,1197 cc,81.8bhp@6000rpm,115Nm@4200rpm,No,Manual,5-Speed,FWD
Kia,Sonet,HTE,Smartstream G1.2,1197 cc,81.8bhp@6000rpm,115Nm@4200rpm,No,Manual,5-Speed,FWD
Kia,Sonet,HTE (O) Diesel AT,,,,,,Automatic,,
Kia,Sonet,HTE (O) Diesel,1.5L CRDi VGT,1493 cc,114bhp@4000rpm,250Nm@1500-2750rpm,Yes,Manual,6-Speed,FWD
Kia,Sonet,HTK,Smartstream G1.2,1197 cc,81.8bhp@6000rpm,115Nm@4200rpm,No,Manual,5-Speed,FWD
Kia,Sonet,HTK (O),Smartstream G1.2,1197 cc,81.8bhp@6000rpm,115Nm@4200rpm,No,Manual,5-Speed,FWD
Kia,Sonet,HTK (O) Diesel,1.5L CRDi VGT,1493 cc,114bhp@4000rpm,250Nm@1500-2750rpm,Yes,Manual,6-Speed,FWD
Kia,Sonet,HTK (O) Diesel AT,1.5L CRDi VGT,1493 cc,114bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed,FWD
Kia,Sonet,HTK (O) Tubro DCT,Smartstream G1.0 TGDi,998 cc,118bhp@6000rpm,172Nm@1500-4000rpm,Yes,Automatic,6-Speed iMT,FWD
Kia,Sonet,HTK (O) Turbo iMT,Smartstream G1.0 TGDi,998 cc,118bhp@6000rpm,172Nm@1500-4000rpm,Yes,Manual,6-Speed iMT,FWD
Kia,Sonet,HTK Plus,Smartstream G1.2,1197 cc,81.8bhp@6000rpm,115Nm@4200rpm,No,Manual,5-Speed,FWD
Kia,Sonet,HTK Plus (O),Smartstream G1.2,1197 cc,81.8bhp@6000rpm,115Nm@4200rpm,No,Manual,5-Speed,FWD
Kia,Sonet,HTK Plus (O) Diesel AT,1.5L CRDi VGT,1493 cc,114bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed,FWD
Kia,Sonet,HTK Plus (O) Diesel,1.5L CRDi VGT,1493 cc,114bhp@4000rpm,250Nm@1500-2750rpm,Yes,Manual,6-Speed,FWD
Kia,Sonet,HTK Plus (O) Turbo DCT,Smartstream G1.0 TGDi,998 cc,118bhp@6000rpm,172Nm@1500-4000rpm,Yes,Automatic,6-Speed iMT,FWD
Kia,Sonet,HTK Plus (O) Turbo iMT,Smartstream G1.0 TGDi,998 cc,118bhp@6000rpm,172Nm@1500-4000rpm,Yes,Manual,6-Speed iMT,FWD
Kia,Sonet,HTK Plus Diesel,1.5L CRDi VGT,1493 cc,114bhp@4000rpm,250Nm@1500-2750rpm,Yes,Manual,6-Speed,FWD
Kia,Sonet,HTK Plus Diesel AT,1.5L CRDi VGT,1493 cc,114bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed,FWD
Kia,Sonet,HTK Turbo iMT,Smartstream G1.0 TGDi,998 cc,118bhp@6000rpm,172Nm@1500-4000rpm,Yes,Manual,6-Speed iMT,FWD
Kia,Sonet,HTK Plus Turbo iMT,Smartstream G1.0 TGDi,998 cc,118bhp@6000rpm,172Nm@1500-4000rpm,Yes,Manual,6-Speed iMT,FWD
Kia,Sonet,HTX Diesel,1.5L CRDi VGT,1493 cc,114bhp@4000rpm,250Nm@1500-2750rpm,Yes,Manual,6-Speed,FWD
Kia,Sonet,HTX Diesel AT,1.5L CRDi VGT,1493 cc,114bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed AT,FWD
Kia,Sonet 2020-2024,1.5 GTX Plus Diesel DT,1.5L CRDi WGT,1493 cc,98.63bhp@4000rpm,240nm@1500-2750rpm,Yes,Manual,6 Speed,FWD
Kia,Sonet 2020-2024,1.5 GTX Plus Diesel AT DT,1.5L CRDi VGT,1493 cc,113.42bhp@4000rpm,250nm@1500-2750rpm,Yes,Automatic,6 Speed,FWD
Kia,Sonet,HTX Turbo iMT,Smartstream G1.0 TGDi,998 cc,118bhp@6000rpm,172Nm@1500-4000rpm,Yes,Manual,6-Speed iMT,FWD
Kia,Sonet,X-line Turbo DCT,Smartstream G1.0 TGDi,998 cc,118bhp@6000rpm,172Nm@1500-4000rpm,Yes,Automatic,7-Speed DCT,FWD
Kia,Sonet,HTX Turbo DCT,Smartstream G1.0 TGDi,998 cc,118bhp@6000rpm,172Nm@1500-4000rpm,Yes,Automatic,7-Speed DCT,FWD
Kia,Sonet 2020-2024,1.5 HTX Plus Diesel DT,1.5L CRDi WGT,1493 cc,98.63bhp@4000rpm,240nm@1500-2750rpm,Yes,Manual,6 Speed,FWD
Kia,Sonet 2020-2024,1.5 HTK Plus Diesel AT,1.5L CRDi VGT,1493 cc,113.42bhp@4000rpm,250nm@1500-2750rpm,Yes,Automatic,6 Speed,FWD
Kia,Sonet 2020-2024,GTX Plus Diesel BSVI,1.5 L CRDi WGT,1493 cc,98.63bhp@4000rpm,240Nm@1500-2750rpm,Yes,Manual,6-Speed,FWD
Kia,Sonet 2020-2024,GTX Plus Diesel AT,1.5 L CRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed AT,2WD
Kia,Sonet 2020-2024,GTX Plus Diesel AT BSVI,1.5 L CRDi VGT,1493 cc,113.43bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed,FWD
Kia,Sonet 2020-2024,GTX Plus Turbo DCT,Smartstream G1.0 T - GDi,998 cc,118.35bhp@6000rpm,172Nm@1500-4000rpm,Yes,Automatic,7-Speed DCT,2WD
Kia,Sonet 2020-2024,GTX Plus Diesel iMT,1.5 L CRDi WGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed iMT,2WD
Kia,Sonet 2020-2024,GTX Plus Turbo iMT,Smartstream G1.0 T - GDi,998 cc,118.35bhp@6000rpm,172Nm@1500-4000rpm,Yes,Automatic,6-Speed iMT,2WD
Kia,Sonet 2020-2024,GTX Plus Turbo DCT BSVI,Smartstream G1.0 T - GDi,998 cc,118.36bhp@6000rpm,172Nm@1500-4000rpm,Yes,Automatic,7-Speed DCT,FWD
Kia,Sonet 2020-2024,GTX Plus Turbo DCT DT,Smartstream G1.0 T-GDi,998 cc,118.36bhp@6000rpm,172nm@1500-4000rpm,Yes,Automatic,7 Speed DCT,FWD
Kia,Sonet 2020-2024,GTX Plus Turbo iMT DT,Smartstream G1.0 T-GDi,998 cc,118.36bhp@6000rpm,172nm@1500-4000rpm,Yes,Manual,6 Speed iMT,FWD
Kia,Sonet 2020-2024,GTX Plus Turbo iMT BSVI,Smartstream G1.0 T - GDi,998 cc,118.36bhp@6000rpm,172Nm@1500-4000rpm,Yes,Manual,6-Speed iMT,FWD
Kia,Sonet 2020-2024,HTE BSVI,SMARTSTREAM G1.2,1197 cc,81.86bhp@6000rpm,115Nm@4200rpm,No,Manual,5-Speed,FWD
Kia,Sonet 2020-2024,HTE,SMARTSTREAM G1.2,1197 cc,81.86bhp@6000rpm,115Nm@4200rpm,No,Manual,5-Speed,2WD
Kia,Sonet 2020-2024,HTE Diesel BSVI,1.5 L CRDi WGT,1493 cc,98.63bhp@4000rpm,240Nm@1500-2750rpm,Yes,Manual,6-Speed,FWD
Kia,Sonet 2020-2024,HTE Diesel iMT,1.5l CRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed iMT,2WD
Kia,Sonet 2020-2024,HTK,SMARTSTREAM G1.2,1197 cc,81.86bhp@6000rpm,115Nm@4200rpm,No,Manual,5-Speed,2WD
Kia,Sonet 2020-2024,HTK Diesel iMT,1.5l CRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed iMT,2WD
Kia,Sonet 2020-2024,HTK Diesel BSVI,1.5 L CRDi WGT,1493 cc,98.63bhp@4000rpm,240Nm@1500-2750rpm,Yes,Manual,6-Speed,FWD
Kia,Sonet 2020-2024,HTK BSVI,SMARTSTREAM G1.2,1197 cc,81.86bhp@6000rpm,115Nm@4200rpm,No,Manual,5-Speed,FWD
Kia,Sonet 2020-2024,HTK Plus BSVI,SMARTSTREAM G1.2,1197 cc,81.86bhp@6000rpm,115Nm@4200rpm,No,Manual,5-Speed,FWD
Kia,Sonet 2020-2024,HTK Plus,SMARTSTREAM G1.2,1197 cc,81.86bhp@6000rpm,115Nm@4200rpm,No,Manual,5-Speed,2WD
Kia,Sonet 2020-2024,HTK Plus Diesel iMT BSVI,1.5 L CRDi WGT,1493 cc,98.63bhp@4000rpm,240Nm@1500-2750rpm,Yes,Manual,6-Speed,FWD
Kia,Sonet 2020-2024,HTK Plus Diesel iMT,1.5l CRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed iMT,2WD
Kia,Sonet 2020-2024,HTK Plus Diesel BSVI,SMARTSTREAM G1.2,1493 cc,81.86bhp@6000rpm,115Nm@4200rpm,No,Manual,5-Speed,FWD
Kia,Sonet 2020-2024,HTK Plus Turbo DCT,Smartstream G1.0 T-GDi,998 cc,118.36bhp@6000rpm,172nm@1500-4000rpm,Yes,Automatic,7 Speed DCT,FWD
Kia,Sonet 2020-2024,HTK Plus Turbo iMT,G1.0 T - GDi,998 cc,118.35bhp@6000rpm,172Nm@1500-4000rpm,Yes,Automatic,6-Speed iMT,2WD
Kia,Sonet 2020-2024,HTK Plus Turbo iMT BSVI,Smartstream G1.0 T - GDi,998 cc,118.36bhp@6000rpm,172Nm@1500-4000rpm,Yes,Manual,6-Speed iMT,FWD
Kia,Sonet 2020-2024,HTX Anniversary Edition DCT BSVI,Smartstream G1.0 T - GDi,998 cc,118.36bhp@6000rpm,172Nm@1500-4000rpm,Yes,Automatic,7-Speed DCT,FWD
Kia,Sonet 2020-2024,HTX Anniversary Edition Diesel AT BSVI,1.5 L CRDi VGT,1493 cc,113.43bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed,FWD
Kia,Sonet 2020-2024,HTX Anniversary Edition Diesel iMT BSVI,1.5 L CRDi VGT,1493 cc,113.43bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed,FWD
Kia,Sonet 2020-2024,HTX Anniversary Edition iMT BSVI,Smartstream G1.0 T - GDi,998 cc,118.36bhp@6000rpm,172Nm@1500-4000rpm,Yes,Manual,6-Speed iMT,FWD
Kia,Sonet 2020-2024,HTX Diesel AT,1.5 L CRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed AT,2WD
Kia,Sonet 2020-2024,HTX Aurochs Edition Diesel AT,1.5 L CRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed AT,2WD
Kia,Sonet 2020-2024,HTX Aurochs Edition Diesel iMT,1.5 L CRDi VGT,1493 cc,114.41bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed iMT,2WD
Kia,Sonet 2020-2024,HTX Diesel AT Anniversary Edition,1.5 L CRDi VGT,1493 cc,113.43bhp@4000rpm,250nm@1500-2750rpm,Yes,Automatic,6-Speed,FWD
Kia,Sonet 2020-2024,HTX Diesel AT BSVI,1.5 L CRDi VGT,1493 cc,113.43bhp@4000rpm,250Nm@1500-2750rpm,Yes,Automatic,6-Speed,FWD
Kia,Sonet 2020-2024,HTX Diesel BSVI,1.5 L CRDi WGT,1493 cc,98.63bhp@4000rpm,240Nm@1500-2750rpm,Yes,Manual,6-Speed,FWD
Kia,Sonet 2020-2024,HTX Plus Diesel BSVI,1.5 L CRDi WGT,1493 cc,98.63bhp@4000rpm,240Nm@1500-2750rpm,Yes,Manual,6-Speed,FWD
